Id;Fecha;Tmax;HTmax;Tmin;HTmin;Tmed;Racha;HRacha;Vmax;HVmax;TPrec;Prec1;Prec2;Prec3;Prec4
0201X;2016-01-25;16.9;13:50;12.5;23:50;14.7;29;15:50;17;14:50;0;0;0;0;0
0201X;2016-01-26;15.8;13:30;11.9;03:10;13.8;22;14:30;10;14:00;0;0;0;0;0
0201X;2016-01-27;18.1;14:50;10.5;08:10;14.3;31;17:20;17;17:30;0;0;0;0;0
0201X;2016-01-28;17.3;14:30;10.3;06:50;13.8;29;12:40;16;12:50;0;0;0;0;0
0201X;2016-01-29;15.3;13:10;12.5;03:20;13.9;12;21:00;6;22:10;0;0;0;0;0
0201X;2016-01-30;17.8;14:00;11.6;06:10;14.7;24;14:30;10;14:40;0;0;0;0;0
0201X;2016-01-31;18.4;14:30;10.0;08:10;14.2;21;11:10;10;11:30;0;0;0;0;0
0201X;2016-02-01;20.7;15:00;12.4;00:00;16.6;19;00:40;9;01:10;0;0;0;0;0
0201X;2016-02-02;16.1;15:10;11.2;07:40;13.7;15;14:50;7;14:10;0;0;0;0;0
0201X;2016-02-03;18.6;14:20;12.5;01:50;15.6;20;12:50;9;13:10;0;0;0;0;0
0201X;2016-02-04;14.2;13:50;8.4;08:10;11.3;25;15:10;13;16:30;0;0;0;0;0
0201X;2016-02-05;17.0;14:20;9.9;07:30;13.4;26;16:10;14;17:20;0;0;0;0;0
0201X;2016-02-06;;;;;;;;;;;;;;
0201X;2016-02-07;13.5;19:40;11.0;14:00;12.3;37;09:40;15;09:10;0.4;0.4;0;0;0
0201X;2016-02-08;20.0;15:20;8.9;04:20;14.4;32;17:00;19;17:00;0;0;0;0;0
0201X;2016-02-09;19.6;16:00;13.2;01:40;16.4;50;17:50;25;17:50;0;0;0;0;0
0201X;2016-02-10;18.0;13:10;11.4;23:20;14.7;40;03:10;20;15:20;0;0;0;0;0
0201X;2016-02-11;13.8;19:40;11.2;02:30;12.5;17;03:40;7;00:10;0.8;0.2;0.6;0;0
0201X;2016-02-12;19.5;14:50;11.9;08:30;15.7;34;15:00;19;12:40;0;0;0;0;0
0201X;2016-02-13;23.6;13:50;13.7;03:00;18.7;39;13:40;16;15:30;4.2;0;0;0;4.2
0201X;2016-02-14;18.9;14:10;8.9;23:59;13.9;33;11:30;16;05:20;3;0.2;0;0;2.8
0201X;2016-02-15;14.0;14:20;7.8;01:40;10.9;35;01:20;18;03:20;9.4;9.4;0;0;0
0201X;2016-02-16;13.3;15:50;6.5;04:40;9.9;24;14:50;14;17:10;0;0;0;0;0
0201X;2016-02-17;;;;;;;;;;;0;;;
0201X;2016-02-18;12.6;15:20;7.1;00:40;9.9;16;11:00;6;11:00;0;0;0;0;0
0201X;2016-02-19;13.3;14:30;7.5;06:20;10.4;16;14:50;9;13:30;0;0;0;0;0
0201X;2016-02-20;15.1;15:30;6.5;07:50;10.8;37;17:30;19;17:40;0;0;0;0;0
0201X;2016-02-21;18.3;13:30;9.6;05:20;13.9;31;13:50;21;13:50;0;0;0;0;0
0201X;2016-02-22;20.4;15:40;12.0;08:30;16.2;27;19:20;10;14:40;0;0;0;0;0
0201X;2016-02-23;19.0;13:50;11.7;06:30;15.3;21;11:00;10;11:00;0;0;0;0;0
0201X;2016-02-24;17.1;13:40;10.7;07:00;13.9;29;16:20;16;16:00;0;0;0;0;0
0201X;2016-02-25;17.9;15:10;11.2;01:40;14.5;33;14:20;18;14:10;0;0;0;0;0
0201X;2016-02-26;15.4;13:10;11.3;08:30;13.3;24;13:30;11;09:50;0;0;0;0;0
0201X;2016-02-27;13.5;13:20;8.0;21:30;10.8;40;06:00;18;04:40;24.8;7.4;6.6;0;10.8
0201X;2016-02-28;15.0;15:10;8.2;00:00;11.6;32;17:10;13;17:00;0.2;0;0.2;0;0
0201X;2016-02-29;18.7;14:50;9.5;03:20;14.1;29;07:40;13;02:10;0;0;0;0;0
0201X;2016-03-01;19.9;15:10;8.9;07:40;14.4;22;03:30;13;03:20;0;0;0;0;0
0201X;2016-03-02;19.8;18:10;11.4;08:30;15.6;40;18:10;17;17:50;0;0;0;0;0
0201X;2016-03-03;19.3;16:10;9.8;06:40;14.5;33;07:30;18;07:30;0;0;0;0;0
0201X;2016-03-04;16.3;15:50;9.7;07:10;13;44;13:10;23;13:10;0;0;0;0;0
0201X;2016-03-05;16.8;16:10;9.4;07:40;13.1;48;15:10;20;15:10;0;0;0;0;0
0201X;2016-03-06;13.9;13:40;7.5;07:10;10.7;32;13:50;14;14:20;0;0;0;0;0
0201X;2016-03-07;14.4;16:00;7.9;06:00;11.1;22;13:50;10;14:00;0;0;0;0;0
0201X;2016-03-08;13.6;13:00;8.7;05:00;11.2;27;01:30;13;15:50;0;0;0;0;0
0201X;2016-03-09;11.1;16:40;8.1;07:10;9.6;18;11:50;10;16:20;0.2;0;0;0.2;0
0201X;2016-03-10;15.6;17:00;6.2;07:20;10.9;19;14:50;10;14:50;0;0;0;0;0
0201X;2016-03-11;14.9;14:00;8.5;07:10;11.7;24;14:50;10;14:50;0;0;0;0;0
0201X;2016-03-12;14.6;12:10;8.6;07:20;11.6;25;15:20;11;14:50;0;0;0;0;0
0201X;2016-03-13;15.2;13:50;8.0;07:20;11.6;22;15:40;10;04:00;0;0;0;0;0
0201X;2016-03-14;15.1;11:20;9.3;07:00;12.2;24;12:40;11;15:50;0;0;0;0;0
0201X;2016-03-15;14.7;13:40;9.9;06:00;12.3;20;14:10;9;23:50;0.2;0;0;0.2;0
0201X;2016-03-16;14.7;13:10;8.9;22:30;11.8;38;22:10;15;18:20;7.6;0;0;0;7.6
0201X;2016-03-17;12.6;16:40;7.7;02:00;10.2;23;00:20;9;00:10;2.4;2.4;0;0;0
0201X;2016-03-18;14.2;13:10;8.1;07:00;11.2;25;17:40;13;15:30;0;0;0;0;0
0201X;2016-03-19;15.5;15:30;11.3;07:00;13.4;19;12:20;9;16:30;0.2;0;0;0;0.2
0201X;2016-03-20;16.2;15:40;10.2;07:30;13.2;25;06:10;12;06:10;10;0.2;9.8;0;0
0201X;2016-03-21;15.7;15:10;10.9;07:00;13.3;18;08:30;9;08:30;0;0;0;0;0
0201X;2016-03-22;19.6;14:10;11.7;07:00;15.7;29;15:00;14;14:30;0;0;0;0;0
0201X;2016-03-23;18.5;14:20;9.4;07:00;13.9;29;05:10;14;16:50;0;0;0;0;0
0201X;2016-03-24;16.1;12:20;10.4;07:20;13.3;37;15:50;22;15:50;0;0;0;0;0
0201X;2016-03-25;16.6;14:00;10.5;06:00;13.6;26;15:30;13;15:30;0;0;0;0;0
0201X;2016-03-26;17.7;14:00;11.4;06:00;14.6;41;16:10;25;16:40;0;0;0;0;0
0201X;2016-03-27;16.4;11:00;12.6;06:40;14.5;22;11:10;9;11:10;0;0;0;0;0
0201X;2016-03-28;21.9;15:50;12.2;03:40;17;35;15:30;15;15:30;0;0;0;0;0
0201X;2016-03-29;21.7;15:10;14.3;07:50;18;40;15:10;20;17:50;0;0;0;0;0
0201X;2016-03-30;;;;;;;;;;;0;0;0;
0201X;2016-03-31;22.0;17:20;12.7;05:50;17.3;39;13:40;23;13:50;0;0;0;0;0
0201X;2016-04-01;14.4;00:00;10.6;08:10;12.5;24;14:50;14;14:50;15;0;10.6;4.4;0
0201X;2016-04-02;16.6;16:00;11.7;05:30;14.2;26;18:10;15;18:10;0;0;0;0;0
0201X;2016-04-03;16.9;15:40;11.5;07:40;14.2;30;13:50;16;16:00;0;0;0;0;0
0201X;2016-04-04;16.7;15:40;13.6;03:30;15.2;21;18:40;9;01:50;0.8;0;0;0;0.8
0201X;2016-04-05;15.3;21:10;13.2;14:00;14.3;33;13:00;14;12:30;10.8;9.6;1;0.2;0
0201X;2016-04-06;20.2;16:00;12.3;05:20;16.3;21;17:10;9;17:50;0;0;0;0;0
0201X;2016-04-07;18.4;12:00;12.8;07:50;15.6;30;13:30;17;13:30;0;0;0;0;0
0201X;2016-04-08;14.6;00:40;8.9;09:30;11.8;31;16:10;15;16:50;5.2;1;4;0.2;0
0201X;2016-04-09;17.9;15:30;9.3;07:30;13.6;47;18:00;24;18:20;0;0;0;0;0
0201X;2016-04-10;17.8;15:00;11.6;07:10;14.7;44;16:00;20;15:20;0;0;0;0;0
0201X;2016-04-11;20.5;12:40;13.3;07:20;16.9;32;14:40;17;18:10;0;0;0;0;0
0201X;2016-04-12;19.9;14:40;13.6;07:40;16.8;29;16:10;16;18:20;0;0;0;0;0
0201X;2016-04-13;23.6;15:50;14.0;07:00;18.8;42;16:50;19;16:50;0;0;0;0;0
0201X;2016-04-14;21.4;12:40;13.7;06:30;17.5;37;18:20;23;18:20;0;0;0;0;0
0201X;2016-04-15;20.1;15:00;13.9;06:40;17;33;15:30;17;15:20;0;0;0;0;0
0201X;2016-04-16;23.4;16:10;14.2;07:10;18.8;38;14:40;22;14:40;0;0;0;0;0
0201X;2016-04-17;25.0;15:30;15.6;23:59;20.3;35;20:40;18;18:30;0;0;0;0;0
0201X;2016-04-18;18.3;11:30;14.2;22:50;16.2;26;15:10;12;14:50;0;0;0;0;0
0201X;2016-04-19;18.1;12:30;12.6;06:50;15.4;21;15:20;11;13:20;0;0;0;0;0
0201X;2016-04-20;20.6;15:10;15.2;00:00;17.9;42;17:00;19;16:20;0;0;0;0;0
0201X;2016-04-21;17.9;15:50;12.6;08:30;15.3;37;00:10;15;00:10;22.8;2.2;20.6;0;0
0201X;2016-04-22;19.3;16:40;13.9;04:10;16.6;30;18:50;17;18:40;0;0;0;0;0
0201X;2016-04-23;19.5;16:30;13.1;21:10;16.3;34;18:20;15;18:20;0.8;0;0;0;0.8
0201X;2016-04-24;18.2;15:20;12.8;07:10;15.5;31;14:00;15;12:20;0;0;0;0;0
0201X;2016-04-25;16.9;16:40;11.3;07:20;14.1;42;13:50;22;15:00;0;0;0;0;0
0201X;2016-04-26;18.7;17:30;11.8;07:20;15.3;25;23:30;10;21:10;0;0;0;0;0
0201X;2016-04-27;15.0;11:10;13.7;20:40;14.3;24;10:50;10;10:50;0;0;0;0;0
0201X;2016-04-28;14.9;17:40;11.4;11:20;13.1;31;07:40;12;07:10;5.6;2.4;3.2;0;0
0201X;2016-04-29;17.6;13:50;12.2;00:30;14.9;32;16:00;17;18:40;0;0;0;0;0
0201X;2016-04-30;16.4;13:20;13.3;08:20;14.8;31;15:00;15;15:00;1.6;0;1.6;0;0
0201X;2016-05-01;22.1;17:50;9.9;07:00;16;33;18:20;15;13:50;0;0;0;0;0
0201X;2016-05-02;25.1;16:10;11.8;07:20;18.5;36;15:00;16;17:50;0;0;0;0;0
0201X;2016-05-03;18.9;16:30;12.9;07:00;15.9;18;11:50;9;13:10;0;0;0;0;0
0201X;2016-05-04;21.4;13:10;13.7;06:30;17.5;38;14:00;21;14:20;0;0;0;0;0
0201X;2016-05-05;19.5;13:10;14.4;06:10;16.9;29;18:00;12;16:00;0;0;0;0;0
0201X;2016-05-06;18.3;15:20;14.8;00:00;16.5;27;01:20;11;15:00;0.4;0;0.4;0;0
0201X;2016-05-07;18.7;15:50;14.1;09:30;16.4;22;04:10;11;17:00;3.4;0;3.2;0.2;0
0201X;2016-05-08;17.6;16:10;14.2;09:00;15.9;27;11:10;11;11:10;1.6;0;1.4;0.2;0
0201X;2016-05-09;17.2;17:10;15.9;10:30;16.6;38;10:00;16;10:50;1.8;0.2;0;1.4;0.2
0201X;2016-05-10;19.8;17:30;13.7;05:30;16.7;25;19:00;10;14:50;7.2;0;0;0.2;7
0201X;2016-05-11;21.7;13:30;13.7;06:00;17.7;38;17:50;22;18:00;0;0;0;0;0
0201X;2016-05-12;22.4;17:40;13.8;07:10;18.1;38;18:00;21;19:00;0;0;0;0;0
0201X;2016-05-13;20.0;13:00;14.3;06:30;17.2;31;14:50;16;14:50;0;0;0;0;0
0201X;2016-05-14;20.5;16:00;14.7;06:50;17.6;23;14:50;12;15:20;1.4;0;0;0;1.4
0201X;2016-05-15;23.0;12:00;15.9;06:50;19.4;20;15:00;8;16:30;0;0;0;0;0
0201X;2016-05-16;21.2;12:00;16.5;07:40;18.9;23;16:40;9;14:00;0;0;0;0;0
0201X;2016-05-17;21.1;13:20;16.1;03:10;18.6;29;14:50;16;14:50;0;0;0;0;0
0201X;2016-05-18;20.7;13:50;15.6;06:50;18.2;41;18:00;23;17:20;0;0;0;0;0
0201X;2016-05-19;22.9;11:40;16.2;04:50;19.6;26;10:30;13;10:30;0;0;0;0;0
0201X;2016-05-20;21.3;13:00;15.9;06:40;18.6;26;19:10;14;19:30;0;0;0;0;0
0201X;2016-05-21;21.9;12:50;16.1;06:40;19;42;13:40;23;16:50;0;0;0;0;0
0201X;2016-05-22;21.2;14:00;15.4;23:30;18.3;40;17:10;21;17:10;2;0;0;1.8;0.2
0201X;2016-05-23;21.2;16:30;13.1;06:40;17.2;40;18:50;21;19:40;0;0;0;0;0
0201X;2016-05-24;20.9;14:50;14.3;06:30;17.6;36;16:00;19;16:00;0;0;0;0;0
0201X;2016-05-25;21.8;13:40;15.8;06:40;18.8;19;23:20;9;23:20;0;0;0;0;0
0201X;2016-05-26;22.0;14:30;16.7;05:40;19.4;29;14:00;12;15:10;0;0;0;0;0
0201X;2016-05-27;22.1;14:00;16.9;02:30;19.5;23;16:50;10;13:40;0;0;0;0;0
0201X;2016-05-28;22.2;15:30;17.4;05:10;19.8;21;23:10;9;21:50;0;0;0;0;0
0201X;2016-05-29;27.5;15:50;18.0;03:30;22.8;52;17:00;27;17:40;0.2;0.2;0;0;0
0201X;2016-05-30;22.3;17:40;16.9;06:30;19.6;28;22:00;11;16:10;0;0;0;0;0
0201X;2016-05-31;22.6;16:50;15.9;06:20;19.3;27;15:40;14;12:40;0.2;0;0;0;0.2
0201X;2016-06-01;22.4;12:30;16.4;06:40;19.4;22;19:40;9;15:00;0;0;0;0;0
0201X;2016-06-02;22.5;19:00;16.8;06:10;19.6;24;13:50;12;16:20;0;0;0;0;0
0201X;2016-06-03;23.8;17:20;17.5;06:20;20.6;32;15:00;15;18:20;0;0;0;0;0
0201X;2016-06-04;25.4;12:00;18.6;05:20;22;17;12:20;9;13:00;0;0;0;0;0
0201X;2016-06-05;25.6;15:00;18.9;06:30;22.3;36;16:30;19;15:10;0;0;0;0;0
0201X;2016-06-06;25.1;16:50;18.8;06:50;21.9;30;15:30;15;14:40;0;0;0;0;0
0201X;2016-06-07;26.7;15:20;19.1;06:30;22.9;26;16:30;13;18:30;0;0;0;0;0
0201X;2016-06-08;25.7;17:00;19.8;06:10;22.8;24;16:20;11;19:20;0;0;0;0;0
0201X;2016-06-09;28.7;15:00;19.8;06:50;24.3;24;15:10;11;18:40;0;0;0;0;0
0201X;2016-06-10;26.2;15:40;21.3;06:30;23.8;22;20:00;9;19:50;0;0;0;0;0
0201X;2016-06-11;24.5;14:30;20.3;06:40;22.4;20;18:50;9;17:40;0;0;0;0;0
0201X;2016-06-12;26.0;14:50;20.5;06:40;23.3;29;15:10;15;13:20;0;0;0;0;0
0201X;2016-06-13;25.2;17:30;20.7;06:20;23;21;12:20;9;14:40;0;0;0;0;0
0201X;2016-06-14;26.0;16:10;20.5;06:40;23.3;39;12:50;19;12:40;0;0;0;0;0
0201X;2016-06-15;23.8;13:30;19.9;06:30;21.8;29;13:10;11;13:10;0;0;0;0;0
0201X;2016-06-16;25.4;13:10;18.8;06:50;22.1;48;18:30;25;18:30;0;0;0;0;0
0201X;2016-06-17;23.3;19:00;17.9;06:50;20.6;28;22:20;17;20:20;0.4;0;0;0.4;0
0201X;2016-06-18;22.6;14:30;14.5;18:10;18.6;38;17:30;17;17:40;10.8;0.4;0.2;10.2;0
0201X;2016-06-19;24.4;17:00;15.8;02:20;20.1;29;18:00;14;17:10;0;0;0;0;0
0201X;2016-06-20;24.2;18:30;17.2;06:40;20.7;25;15:50;12;15:40;0;0;0;0;0
0201X;2016-06-21;26.5;13:20;18.4;06:20;22.4;38;15:20;22;15:30;0;0;0;0;0
0201X;2016-06-22;28.8;14:20;19.8;06:20;24.3;32;13:00;19;12:50;0;0;0;0;0
0201X;2016-06-23;28.8;15:20;20.3;06:30;24.5;38;13:50;21;13:40;0;0;0;0;0
0201X;2016-06-24;27.1;16:40;19.9;06:50;23.5;32;19:10;14;19:20;0;0;0;0;0
0201X;2016-06-25;27.8;12:40;21.8;06:30;24.8;22;15:20;11;15:20;0;0;0;0;0
0201X;2016-06-26;25.8;15:50;21.3;06:50;23.5;31;15:30;14;14:40;0.4;0;0.4;0;0
0201X;2016-06-27;25.6;14:20;21.7;02:20;23.7;36;15:00;19;14:10;0;0;0;0;0
0201X;2016-06-28;27.3;17:50;20.9;06:00;24.1;38;17:40;19;16:30;0;0;0;0;0
0201X;2016-06-29;27.9;18:10;22.6;01:50;25.3;30;15:50;16;16:20;0;0;0;0;0
0201X;2016-06-30;26.9;16:50;22.4;07:30;24.6;21;14:10;12;14:50;0;0;0;0;0
0201X;2016-07-01;27.5;17:00;22.0;06:00;24.8;22;19:30;10;19:30;0;0;0;0;0
0201X;2016-07-02;27.4;14:50;22.2;06:40;24.8;23;16:30;11;13:00;0;0;0;0;0
0201X;2016-07-03;25.0;18:30;22.4;12:30;23.7;30;15:20;14;10:40;0;0;0;0;0
0201X;2016-07-04;27.1;13:30;21.5;06:30;24.3;18;15:10;9;15:10;0;0;0;0;0
0201X;2016-07-05;28.0;18:40;23.3;00:30;25.6;18;01:20;9;01:30;0;0;0;0;0
0201X;2016-07-06;29.1;14:00;24.0;06:30;26.6;37;17:10;19;17:10;0;0;0;0;0
0201X;2016-07-07;29.3;15:50;23.9;07:20;26.6;31;17:10;18;17:10;0;0;0;0;0
0201X;2016-07-08;29.6;11:50;25.0;02:50;27.3;28;06:50;15;06:50;0;0;0;0;0
0201X;2016-07-09;30.7;15:40;24.7;07:40;27.7;26;11:40;10;17:10;0;0;0;0;0
0201X;2016-07-10;30.7;13:10;25.0;07:40;27.9;34;14:30;18;15:20;0;0;0;0;0
0201X;2016-07-11;29.5;10:50;24.6;07:20;27.1;25;13:00;11;13:00;0;0;0;0;0
0201X;2016-07-12;28.2;13:50;23.9;07:50;26.1;27;04:20;12;16:30;0.6;0;0.6;0;0
0201X;2016-07-13;29.5;10:50;24.6;07:20;27.1;25;13:00;11;13:00;0;0;0;0;0
0201X;2016-07-14;25.6;17:10;19.8;07:40;22.7;31;15:40;14;15:40;0.8;0.2;0.2;0;0.4
0201X;2016-07-15;25.6;18:00;20.0;07:50;22.8;34;15:10;17;17:10;0.8;0;0.8;0;0
0201X;2016-07-16;27.2;17:30;20.6;06:50;23.9;33;14:00;15;14:00;0.6;0;0.6;0;0
0201X;2016-07-17;29.0;15:50;21.2;07:50;25.1;24;14:50;12;14:50;0.6;0;0.6;0;0
0201X;2016-07-18;27.3;17:20;21.3;06:40;24.3;18;12:20;8;12:00;0.6;0;0.6;0;0
0201X;2016-07-19;29.2;14:10;21.3;05:30;25.3;35;18:30;19;18:30;0;0;0;0;0
0201X;2016-07-20;30.5;17:40;22.9;07:50;26.7;47;19:30;26;15:40;0.4;0;0.4;0;0
0201X;2016-07-21;27.5;15:30;23.9;23:10;25.7;19;15:50;9;14:50;1.2;0.4;0.8;0;0
0201X;2016-07-22;28.0;10:40;21.5;23:20;24.8;29;16:30;13;11:30;7.2;0;0.8;2.2;4.2
0201X;2016-07-23;28.0;15:00;21.0;04:10;24.5;21;12:00;10;16:20;0.6;0.2;0.4;0;0
0201X;2016-07-24;28.7;18:00;22.0;07:40;25.4;25;16:10;13;14:40;0.6;0;0.6;0;0
0201X;2016-07-25;30.2;17:30;22.9;07:10;26.6;44;18:30;23;18:10;0.4;0;0.4;0;0
0201X;2016-07-26;31.2;14:10;22.9;07:10;27.1;41;15:10;22;16:30;1;0;1;0;0
0201X;2016-07-27;29.3;15:10;23.4;06:00;26.3;29;17:10;14;17:30;0.4;0;0.4;0;0
0201X;2016-07-28;28.8;11:40;23.2;07:10;26;36;15:50;18;15:20;0.8;0;0.8;0;0
0201X;2016-07-29;29.8;17:20;23.5;07:10;26.6;37;17:40;19;17:40;0.8;0;0.8;0;0
0201X;2016-07-30;29.9;14:10;24.0;07:10;26.9;34;14:50;17;14:50;0.8;0;0.8;0;0
0201X;2016-07-31;29.8;12:20;23.9;07:40;26.8;30;13:20;15;13:30;1.2;0;1.2;0;0
0201X;2016-08-01;28.3;15:50;23.4;08:20;25.8;36;15:30;18;16:20;0.8;0;0.8;0;0
0201X;2016-08-02;29.6;16:10;23.5;07:10;26.6;36;15:40;18;15:50;0.6;0;0.6;0;0
0201X;2016-08-03;29.8;14:30;24.1;07:10;26.9;35;15:40;19;13:20;0.4;0;0.4;0;0
0201X;2016-08-04;32.4;13:40;23.9;07:40;28.2;37;14:50;19;17:50;1;0;1;0;0
0201X;2016-08-05;27.0;16:50;23.1;07:30;25.1;38;15:40;19;15:20;1;0;1;0;0
0201X;2016-08-06;28.4;13:00;23.1;07:20;25.8;32;14:50;17;15:30;1;0;1;0;0
0201X;2016-08-07;28.6;15:20;21.9;07:30;25.3;21;15:40;10;15:50;;;;;
0201X;2016-08-08;31.0;12:00;22.3;07:10;26.6;37;14:40;18;19:10;;;;;
0201X;2016-08-09;29.8;15:40;22.4;07:20;26.1;29;18:40;12;19:50;;;;;
0201X;2016-08-10;26.0;15:00;21.8;07:20;23.9;32;16:30;16;16:30;;;;;
0201X;2016-08-11;26.2;15:50;20.5;07:10;23.4;25;14:40;11;14:40;;;;;
0201X;2016-08-12;27.7;12:20;21.4;07:10;24.6;29;15:20;14;15:20;;;;;
0201X;2016-08-13;26.9;16:00;21.7;07:30;24.3;21;10:30;10;14:50;;;;;
0201X;2016-08-14;27.9;17:10;21.0;07:40;24.4;19;16:10;8;16:30;;;;;
0201X;2016-08-15;28.7;16:40;22.0;07:10;25.4;31;15:00;17;14:40;;;;;
0201X;2016-08-16;28.8;14:20;22.5;07:30;25.6;37;14:20;17;14:40;;;;;
0201X;2016-08-17;29.7;13:40;22.9;07:30;26.3;30;16:10;16;16:10;;;;;
0201X;2016-08-18;29.6;15:00;23.0;07:20;26.3;20;13:40;9;17:20;;;;;
0201X;2016-08-19;29.3;17:30;23.0;07:30;26.1;27;16:50;14;14:10;;;;;
0201X;2016-08-20;28.5;13:20;24.1;07:10;26.3;37;14:30;15;14:30;;;;;
0201X;2016-08-21;28.4;14:40;22.6;07:20;25.5;34;15:10;19;14:50;;;;;
0201X;2016-08-22;29.2;15:40;22.5;07:30;25.9;23;14:00;12;15:10;;;;;
0201X;2016-08-23;28.8;14:50;22.1;07:30;25.4;19;16:10;8;12:40;;;;;
0201X;2016-08-24;29.7;16:20;20.1;07:30;24.9;17;18:20;8;18:10;;;;;
0201X;2016-08-25;29.3;11:30;20.8;07:20;25;20;13:50;10;13:00;;;;;
0201X;2016-08-26;28.1;14:50;22.0;07:10;25.1;18;15:50;9;12:40;;;;;
0201X;2016-08-27;28.9;16:30;20.9;07:30;24.9;30;16:40;17;17:10;;;;;
0201X;2016-08-28;29.3;16:00;23.8;07:10;26.5;30;14:30;14;14:20;;;;;
0201X;2016-08-29;27.8;11:20;24.3;07:20;26;18;19:30;9;15:30;;;;;
0201X;2016-08-30;25.5;17:30;21.7;08:00;23.6;32;15:50;17;15:50;;;;;
0201X;2016-08-31;27.7;16:30;21.9;07:50;24.8;19;14:30;10;14:30;;;;;
0201X;2016-09-01;31.2;13:00;22.9;07:10;27.1;25;16:30;14;15:50;;;;;
0201X;2016-09-02;29.9;16:20;23.2;07:00;26.6;38;15:10;19;17:10;;;;;
0201X;2016-09-03;30.4;14:30;23.0;07:20;26.7;45;15:40;22;16:10;;;;;
0201X;2016-09-04;31.5;16:00;24.2;07:20;27.9;24;13:00;13;12:20;;;;;
0201X;2016-09-05;30.3;16:40;23.5;07:40;26.9;25;17:10;12;17:10;;;;;
0201X;2016-09-06;30.8;14:00;24.3;07:10;27.5;27;16:50;13;16:30;;;;;
0201X;2016-09-07;28.5;14:20;23.4;07:20;25.9;27;11:30;12;11:40;;;;;
0201X;2016-09-08;27.6;12:30;22.1;07:20;24.9;19;13:40;9;09:10;;;;;
0201X;2016-09-09;29.0;17:00;23.8;07:20;26.4;34;18:00;16;17:40;;;;;
0201X;2016-09-10;28.1;16:50;21.3;07:10;24.7;26;17:00;15;19:00;;;;;
0201X;2016-09-11;29.7;15:50;21.8;08:00;25.8;32;17:20;18;17:20;;;;;
0201X;2016-09-12;28.8;13:50;23.0;07:30;25.9;28;15:20;15;16:20;;;;;
0201X;2016-09-13;28.9;17:20;22.9;07:40;25.9;17;21:40;8;13:30;;;;;
0201X;2016-09-14;27.1;14:10;18.6;21:40;22.9;50;21:10;22;21:10;;;;;
0201X;2016-09-15;25.2;14:50;16.7;07:20;21;35;14:40;17;14:10;;;;;
0201X;2016-09-16;26.5;16:10;17.8;07:10;22.1;22;14:50;11;00:10;;;;;
0201X;2016-09-17;23.4;17:20;18.0;23:40;20.7;26;18:30;12;18:20;;;;;
0201X;2016-09-18;23.8;16:10;17.0;07:50;20.4;17;14:30;8;08:50;;;;;
0201X;2016-09-19;26.8;16:00;17.1;07:20;21.9;35;17:40;19;17:40;;;;;
0201X;2016-09-20;25.0;14:00;19.5;07:30;22.3;20;15:40;10;18:40;;;;;
0201X;2016-09-21;26.0;14:20;19.8;07:10;22.9;29;16:40;14;15:00;;;;;
0201X;2016-09-22;25.9;16:30;20.3;07:10;23.1;23;13:30;10;15:00;0;0;0;0;0
0201X;2016-09-23;25.2;14:50;18.5;21:40;21.9;24;16:30;11;22:00;11;0;0;0;11
0201X;2016-09-24;25.4;17:00;18.8;07:10;22.1;23;13:10;11;13:50;0;0;0;0;0
0201X;2016-09-25;25.7;14:20;18.7;20:00;22.2;42;19:40;16;19:30;1.8;0;0;0;1.8
0201X;2016-09-26;24.7;16:50;19.1;06:50;21.9;25;18:00;15;16:30;0;0;0;0;0
0201X;2016-09-27;25.8;16:00;20.7;07:10;23.3;19;18:40;9;11:20;0.6;0;0;0;0.6
0201X;2016-09-28;26.1;15:00;19.5;03:20;22.8;31;12:50;13;12:50;1.6;1.6;0;0;0
0201X;2016-09-29;25.3;16:10;18.9;05:40;22.1;24;13:30;12;13:10;0;0;0;0;0
0201X;2016-09-30;26.0;15:00;19.6;06:50;22.8;25;16:10;12;17:00;0;0;0;0;0
0201X;2016-10-01;25.7;14:10;19.9;08:20;22.8;29;16:00;16;16:00;0;0;0;0;0
0201X;2016-10-02;25.1;16:30;20.7;07:10;22.9;25;23:50;10;23:40;0;0;0;0;0
0201X;2016-10-03;23.9;16:50;20.9;07:40;22.4;24;12:40;11;12:00;0;0;0;0;0
0201X;2016-10-04;24.6;12:00;20.0;07:20;22.3;22;14:20;9;12:30;0;0;0;0;0
0201X;2016-10-05;24.2;15:20;18.7;07:50;21.5;16;14:50;9;19:40;0;0;0;0;0
0201X;2016-10-06;21.0;17:10;15.6;20:10;18.3;37;19:20;13;19:30;31;0;28.6;0.2;2.2
0201X;2016-10-07;24.0;16:10;15.9;08:10;19.9;25;16:30;11;15:50;0;0;0;0;0
0201X;2016-10-08;22.1;14:00;19.5;07:40;20.8;21;23:20;9;12:50;0;0;0;0;0
0201X;2016-10-09;20.5;00:00;17.9;07:40;19.2;32;01:20;11;01:20;0;0;0;0;0
0201X;2016-10-10;19.2;00:00;17.5;09:40;18.4;17;14:10;9;14:10;0;0;0;0;0
0201X;2016-10-11;19.0;16:00;16.1;05:40;17.6;24;18:50;10;13:10;0;0;0;0;0
0201X;2016-10-12;19.9;13:00;14.9;07:10;17.4;20;18:50;8;18:50;40.6;0;0;23.6;17
0201X;2016-10-13;21.0;15:20;16.3;05:20;18.6;18;16:30;8;23:20;41.8;4.6;2.8;8.6;25.8
